,Date,Hour,SUMS
4409,02.07.2016,17,1.624
4410,02.07.2016,18,0
4411,02.07.2016,19,0
4412,02.07.2016,20,0
4413,02.07.2016,21,0
4414,02.07.2016,22,0
4415,02.07.2016,23,0
4416,03.07.2016,0,0
4417,03.07.2016,1,0
4418,03.07.2016,2,0
4419,03.07.2016,3,0
4420,03.07.2016,4,2.266
4421,03.07.2016,5,7.442
4422,03.07.2016,6,58.847
4423,03.07.2016,7,112.335
4424,03.07.2016,8,96.309
4425,03.07.2016,9,107.93
4426,03.07.2016,10,182.429
4427,03.07.2016,11,243.216
4428,03.07.2016,12,276.389
4429,03.07.2016,13,286.425
4430,03.07.2016,14,162.712
4431,03.07.2016,15,152.628
4432,03.07.2016,16,52.203
4433,03.07.2016,17,20.067
4434,03.07.2016,18,3.027
4435,03.07.2016,19,0
4436,03.07.2016,20,0
4437,03.07.2016,21,0
4438,03.07.2016,22,0
4439,03.07.2016,23,0
4440,04.07.2016,0,0
4441,04.07.2016,1,0
4442,04.07.2016,2,0
4443,04.07.2016,3,0.327
4444,04.07.2016,4,12.909
4445,04.07.2016,5,45.779
4446,04.07.2016,6,146.635
4447,04.07.2016,7,232.194
4448,04.07.2016,8,345.611
4449,04.07.2016,9,419.968
4450,04.07.2016,10,428.791
4451,04.07.2016,11,380.936
4452,04.07.2016,12,393.819
4453,04.07.2016,13,148.404
4454,04.07.2016,14,149.447
4455,04.07.2016,15,133.41
4456,04.07.2016,16,69.021
4457,04.07.2016,17,21.322
4458,04.07.2016,18,4.685
4459,04.07.2016,19,0
4460,04.07.2016,20,0
4461,04.07.2016,21,0
4462,04.07.2016,22,0
4463,04.07.2016,23,0
4464,05.07.2016,0,0
4465,05.07.2016,1,0
4466,05.07.2016,2,0
4467,05.07.2016,3,0.431
4468,05.07.2016,4,12.137
4469,05.07.2016,5,48.181
4470,05.07.2016,6,172.843
4471,05.07.2016,7,298.318
4472,05.07.2016,8,385.338
4473,05.07.2016,9,400.269
4474,05.07.2016,10,426.521
4475,05.07.2016,11,363.796
4476,05.07.2016,12,366.101
4477,05.07.2016,13,336.424
4478,05.07.2016,14,230.572
4479,05.07.2016,15,166.448
4480,05.07.2016,16,65.739
4481,05.07.2016,17,17.11
4482,05.07.2016,18,3.499
4483,05.07.2016,19,0
4484,05.07.2016,20,0
4485,05.07.2016,21,0
4486,05.07.2016,22,0
4487,05.07.2016,23,0
4488,06.07.2016,0,0
4489,06.07.2016,1,0
4490,06.07.2016,2,0
4491,06.07.2016,3,0.193
4492,06.07.2016,4,7.665
4493,06.07.2016,5,32.974
4494,06.07.2016,6,116.694
4495,06.07.2016,7,190.975
4496,06.07.2016,8,300.779
4497,06.07.2016,9,379.16
4498,06.07.2016,10,427.065
4499,06.07.2016,11,489.771
4500,06.07.2016,12,480.285
4501,06.07.2016,13,393.149
4502,06.07.2016,14,276.042
4503,06.07.2016,15,194.556
4504,06.07.2016,16,85.667
4505,06.07.2016,17,19.828
4506,06.07.2016,18,5.3
4507,06.07.2016,19,0
4508,06.07.2016,20,0
4509,06.07.2016,21,0
4510,06.07.2016,22,0
4511,06.07.2016,23,0
4512,07.07.2016,0,0
4513,07.07.2016,1,0
4514,07.07.2016,2,0
4515,07.07.2016,3,0.25
4516,07.07.2016,4,10.704
4517,07.07.2016,5,49.135
4518,07.07.2016,6,165.529
4519,07.07.2016,7,299.775
4520,07.07.2016,8,398.185
4521,07.07.2016,9,470.636
4522,07.07.2016,10,496.404
4523,07.07.2016,11,494.289
4524,07.07.2016,12,460.168
4525,07.07.2016,13,420.269
4526,07.07.2016,14,338.55
4527,07.07.2016,15,216.655
4528,07.07.2016,16,84.097
4529,07.07.2016,17,18.762
4530,07.07.2016,18,4.649
4531,07.07.2016,19,0
4532,07.07.2016,20,0
4533,07.07.2016,21,0
4534,07.07.2016,22,0
4535,07.07.2016,23,0
4536,08.07.2016,0,0
4537,08.07.2016,1,0
4538,08.07.2016,2,0
4539,08.07.2016,3,0.374
4540,08.07.2016,4,13.36
4541,08.07.2016,5,50.73
4542,08.07.2016,6,160.604
4543,08.07.2016,7,231.231
4544,08.07.2016,8,389.278
4545,08.07.2016,9,464.071
4546,08.07.2016,10,500.056
4547,08.07.2016,11,505
4548,08.07.2016,12,468.286
4549,08.07.2016,13,417.07
4550,08.07.2016,14,303.015
4551,08.07.2016,15,172.39
4552,08.07.2016,16,64.827
4553,08.07.2016,17,20.21
4554,08.07.2016,18,4.045
4555,08.07.2016,19,0
4556,08.07.2016,20,0
4557,08.07.2016,21,0
4558,08.07.2016,22,0
4559,08.07.2016,23,0
4560,09.07.2016,0,0
4561,09.07.2016,1,0
4562,09.07.2016,2,0
4563,09.07.2016,3,0.058
4564,09.07.2016,4,7.147
4565,09.07.2016,5,32.576
4566,09.07.2016,6,148.697
4567,09.07.2016,7,266.9
4568,09.07.2016,8,371.342
4569,09.07.2016,9,414.016
4570,09.07.2016,10,428.95
4571,09.07.2016,11,395.695
4572,09.07.2016,12,437.465
4573,09.07.2016,13,394.893
4574,09.07.2016,14,264.518
4575,09.07.2016,15,126.485
4576,09.07.2016,16,86.582
4577,09.07.2016,17,18.572
4578,09.07.2016,18,3.991
4579,09.07.2016,19,0
4580,09.07.2016,20,0
4581,09.07.2016,21,0
4582,09.07.2016,22,0
4583,09.07.2016,23,0
4584,10.07.2016,0,0
4585,10.07.2016,1,0
4586,10.07.2016,2,0
4587,10.07.2016,3,0
4588,10.07.2016,4,10.585
4589,10.07.2016,5,45.063
4590,10.07.2016,6,167.243
4591,10.07.2016,7,294.942
4592,10.07.2016,8,396.477
4593,10.07.2016,9,470.272
4594,10.07.2016,10,506.019
4595,10.07.2016,11,510.041
4596,10.07.2016,12,480.368
4597,10.07.2016,13,418.747
4598,10.07.2016,14,322.137
4599,10.07.2016,15,194.642
4600,10.07.2016,16,76.163
4601,10.07.2016,17,16.705
4602,10.07.2016,18,3.558
4603,10.07.2016,19,0
4604,10.07.2016,20,0
4605,10.07.2016,21,0
4606,10.07.2016,22,0
4607,10.07.2016,23,0
4608,11.07.2016,0,0
4609,11.07.2016,1,0
4610,11.07.2016,2,0
4611,11.07.2016,3,0
4612,11.07.2016,4,8.082
4613,11.07.2016,5,39.822
4614,11.07.2016,6,163.096
4615,11.07.2016,7,252.383
4616,11.07.2016,8,349.43
4617,11.07.2016,9,431.903
4618,11.07.2016,10,448.384
4619,11.07.2016,11,386.626
4620,11.07.2016,12,343.023
4621,11.07.2016,13,252.698
4622,11.07.2016,14,179.639
4623,11.07.2016,15,138.788
4624,11.07.2016,16,74.038
4625,11.07.2016,17,22.766
4626,11.07.2016,18,3.525
4627,11.07.2016,19,0
4628,11.07.2016,20,0
4629,11.07.2016,21,0
4630,11.07.2016,22,0
4631,11.07.2016,23,0
4632,12.07.2016,0,0
4633,12.07.2016,1,0
4634,12.07.2016,2,0
4635,12.07.2016,3,0
4636,12.07.2016,4,2.893
4637,12.07.2016,5,12.158
4638,12.07.2016,6,80.567
4639,12.07.2016,7,83.389
4640,12.07.2016,8,111.932
4641,12.07.2016,9,50.356
4642,12.07.2016,10,70.211
4643,12.07.2016,11,115.62
4644,12.07.2016,12,78.237
4645,12.07.2016,13,98.464
4646,12.07.2016,14,140.615
4647,12.07.2016,15,13.458
4648,12.07.2016,16,4.303
4649,12.07.2016,17,2.282
4650,12.07.2016,18,0.205
4651,12.07.2016,19,0
4652,12.07.2016,20,0
4653,12.07.2016,21,0
4654,12.07.2016,22,0
4655,12.07.2016,23,0
4656,13.07.2016,0,0
4657,13.07.2016,1,0
4658,13.07.2016,2,0
4659,13.07.2016,3,0
4660,13.07.2016,4,0.956
4661,13.07.2016,5,7.779
4662,13.07.2016,6,79.633
4663,13.07.2016,7,86.321
4664,13.07.2016,8,153.227
4665,13.07.2016,9,231.258
4666,13.07.2016,10,264.762
4667,13.07.2016,11,157.543
4668,13.07.2016,12,152.484
4669,13.07.2016,13,89.375
4670,13.07.2016,14,30.059
4671,13.07.2016,15,12.926
4672,13.07.2016,16,6.055
4673,13.07.2016,17,1.17
4674,13.07.2016,18,0.243
4675,13.07.2016,19,0
4676,13.07.2016,20,0
4677,13.07.2016,21,0
4678,13.07.2016,22,0
4679,13.07.2016,23,0
4680,14.07.2016,0,0
4681,14.07.2016,1,0
4682,14.07.2016,2,0
4683,14.07.2016,3,0
4684,14.07.2016,4,2.841
4685,14.07.2016,5,15.511
4686,14.07.2016,6,11.651
4687,14.07.2016,7,36.124
4688,14.07.2016,8,41.864
4689,14.07.2016,9,88.27
4690,14.07.2016,10,138.569
4691,14.07.2016,11,265.988
4692,14.07.2016,12,234.811
4693,14.07.2016,13,218.017
4694,14.07.2016,14,144.751
4695,14.07.2016,15,105.711
4696,14.07.2016,16,71.463
4697,14.07.2016,17,14.279
4698,14.07.2016,18,3.51
4699,14.07.2016,19,0
4700,14.07.2016,20,0
4701,14.07.2016,21,0
4702,14.07.2016,22,0
4703,14.07.2016,23,0
4704,15.07.2016,0,0
4705,15.07.2016,1,0
4706,15.07.2016,2,0
4707,15.07.2016,3,0
4708,15.07.2016,4,7.536
4709,15.07.2016,5,34.427
4710,15.07.2016,6,75.565
4711,15.07.2016,7,196.352
4712,15.07.2016,8,270.303
4713,15.07.2016,9,376.9
4714,15.07.2016,10,432.566
4715,15.07.2016,11,433.123
4716,15.07.2016,12,419.428
4717,15.07.2016,13,322.51
4718,15.07.2016,14,230.561
4719,15.07.2016,15,150.729
4720,15.07.2016,16,74.883
4721,15.07.2016,17,14.612
4722,15.07.2016,18,2.706
4723,15.07.2016,19,0
4724,15.07.2016,20,0
4725,15.07.2016,21,0
4726,15.07.2016,22,0
4727,15.07.2016,23,0
4728,16.07.2016,0,0
4729,16.07.2016,1,0
4730,16.07.2016,2,0
4731,16.07.2016,3,0
4732,16.07.2016,4,8.585
4733,16.07.2016,5,36.89
4734,16.07.2016,6,125.827
4735,16.07.2016,7,237.209
4736,16.07.2016,8,330.505
4737,16.07.2016,9,311.133
4738,16.07.2016,10,236.788
4739,16.07.2016,11,222.228
4740,16.07.2016,12,271.632
4741,16.07.2016,13,244.459
4742,16.07.2016,14,163.554
4743,16.07.2016,15,111.799
4744,16.07.2016,16,53.569
4745,16.07.2016,17,16.715
4746,16.07.2016,18,2.909
4747,16.07.2016,19,0
4748,16.07.2016,20,0
4749,16.07.2016,21,0
4750,16.07.2016,22,0
4751,16.07.2016,23,0
4752,17.07.2016,0,0
4753,17.07.2016,1,0
4754,17.07.2016,2,0
4755,17.07.2016,3,0
4756,17.07.2016,4,3.83
4757,17.07.2016,5,27.487
4758,17.07.2016,6,62.974
4759,17.07.2016,7,115.979
4760,17.07.2016,8,130.294
4761,17.07.2016,9,207.969
4762,17.07.2016,10,379.975
4763,17.07.2016,11,267.784
4764,17.07.2016,12,237.109
4765,17.07.2016,13,237.495
4766,17.07.2016,14,266.633
4767,17.07.2016,15,157.197
4768,17.07.2016,16,66.729
4769,17.07.2016,17,15.251
4770,17.07.2016,18,2.611
4771,17.07.2016,19,0
4772,17.07.2016,20,0
4773,17.07.2016,21,0
4774,17.07.2016,22,0
4775,17.07.2016,23,0
4776,18.07.2016,0,0
4777,18.07.2016,1,0
4778,18.07.2016,2,0
4779,18.07.2016,3,0
4780,18.07.2016,4,6.856
4781,18.07.2016,5,36.821
4782,18.07.2016,6,123.585
4783,18.07.2016,7,229.376
4784,18.07.2016,8,344.926
4785,18.07.2016,9,435.372
4786,18.07.2016,10,395.046
4787,18.07.2016,11,342.062
4788,18.07.2016,12,318.115
4789,18.07.2016,13,350.584
4790,18.07.2016,14,225.364
4791,18.07.2016,15,146.404
4792,18.07.2016,16,63.857
4793,18.07.2016,17,18.823
4794,18.07.2016,18,2.037
4795,18.07.2016,19,0
4796,18.07.2016,20,0
4797,18.07.2016,21,0
4798,18.07.2016,22,0
4799,18.07.2016,23,0
4800,19.07.2016,0,0
4801,19.07.2016,1,0
4802,19.07.2016,2,0
4803,19.07.2016,3,0
4804,19.07.2016,4,8.747
4805,19.07.2016,5,42.435
4806,19.07.2016,6,162.392
4807,19.07.2016,7,288.367
4808,19.07.2016,8,392.645
4809,19.07.2016,9,462.708
4810,19.07.2016,10,494.761
4811,19.07.2016,11,501.392
4812,19.07.2016,12,476.047
4813,19.07.2016,13,421.295
4814,19.07.2016,14,337.036
4815,19.07.2016,15,213.623
4816,19.07.2016,16,81.418
4817,19.07.2016,17,16.333
4818,19.07.2016,18,2.453
4819,19.07.2016,19,0
4820,19.07.2016,20,0
4821,19.07.2016,21,0
4822,19.07.2016,22,0
4823,19.07.2016,23,0
4824,20.07.2016,0,0
4825,20.07.2016,1,0
4826,20.07.2016,2,0
4827,20.07.2016,3,0
4828,20.07.2016,4,8.194
4829,20.07.2016,5,41.646
4830,20.07.2016,6,167.478
4831,20.07.2016,7,296.392
4832,20.07.2016,8,402.225
4833,20.07.2016,9,469.852
4834,20.07.2016,10,505.172
4835,20.07.2016,11,507.127
4836,20.07.2016,12,474.799
4837,20.07.2016,13,422.444
4838,20.07.2016,14,331.809
4839,20.07.2016,15,204.212
4840,20.07.2016,16,79.486
4841,20.07.2016,17,14.92
4842,20.07.2016,18,2.222
4843,20.07.2016,19,0
4844,20.07.2016,20,0
4845,20.07.2016,21,0
4846,20.07.2016,22,0
4847,20.07.2016,23,0
4848,21.07.2016,0,0
4849,21.07.2016,1,0
4850,21.07.2016,2,0
4851,21.07.2016,3,0
4852,21.07.2016,4,10.582
4853,21.07.2016,5,42.345
4854,21.07.2016,6,74.027
4855,21.07.2016,7,54.287
4856,21.07.2016,8,76.155
4857,21.07.2016,9,222.218
4858,21.07.2016,10,393.544
4859,21.07.2016,11,438.058
4860,21.07.2016,12,427.116
4861,21.07.2016,13,393.864
4862,21.07.2016,14,269.804
4863,21.07.2016,15,160.492
4864,21.07.2016,16,50.063
4865,21.07.2016,17,15.187
4866,21.07.2016,18,2.53
4867,21.07.2016,19,0
4868,21.07.2016,20,0
4869,21.07.2016,21,0
4870,21.07.2016,22,0
4871,21.07.2016,23,0
4872,22.07.2016,0,0
4873,22.07.2016,1,0
4874,22.07.2016,2,0
4875,22.07.2016,3,0
4876,22.07.2016,4,9.548
4877,22.07.2016,5,40.822
4878,22.07.2016,6,115.881
4879,22.07.2016,7,211.544
4880,22.07.2016,8,312.806
4881,22.07.2016,9,329.985
4882,22.07.2016,10,362.12
4883,22.07.2016,11,377.577
4884,22.07.2016,12,354.005
4885,22.07.2016,13,314.025
4886,22.07.2016,14,187.806
4887,22.07.2016,15,94.227
4888,22.07.2016,16,58.976
4889,22.07.2016,17,23.739
4890,22.07.2016,18,1.07
4891,22.07.2016,19,0
4892,22.07.2016,20,0
4893,22.07.2016,21,0
4894,22.07.2016,22,0
4895,22.07.2016,23,0
4896,23.07.2016,0,0
4897,23.07.2016,1,0
4898,23.07.2016,2,0
4899,23.07.2016,3,0
4900,23.07.2016,4,9.07
4901,23.07.2016,5,37.562
4902,23.07.2016,6,119.51
4903,23.07.2016,7,182.105
4904,23.07.2016,8,245.416
4905,23.07.2016,9,259.441
4906,23.07.2016,10,252.62
4907,23.07.2016,11,195.195
4908,23.07.2016,12,139.177
4909,23.07.2016,13,152.989
4910,23.07.2016,14,185.526
4911,23.07.2016,15,147.428
4912,23.07.2016,16,68.206
4913,23.07.2016,17,20.703
4914,23.07.2016,18,1.05
4915,23.07.2016,19,0
4916,23.07.2016,20,0
4917,23.07.2016,21,0
4918,23.07.2016,22,0
4919,23.07.2016,23,0
4920,24.07.2016,0,0
4921,24.07.2016,1,0
4922,24.07.2016,2,0
4923,24.07.2016,3,0
4924,24.07.2016,4,7.336
4925,24.07.2016,5,37.913
4926,24.07.2016,6,118.666
4927,24.07.2016,7,234.355
4928,24.07.2016,8,302.484
4929,24.07.2016,9,336.116
4930,24.07.2016,10,375.547
4931,24.07.2016,11,390.72
4932,24.07.2016,12,407.73
4933,24.07.2016,13,385.425
4934,24.07.2016,14,259.538
4935,24.07.2016,15,176.884
4936,24.07.2016,16,70.48
4937,24.07.2016,17,19.48
4938,24.07.2016,18,0.87
4939,24.07.2016,19,0
4940,24.07.2016,20,0
4941,24.07.2016,21,0
4942,24.07.2016,22,0
4943,24.07.2016,23,0
4944,25.07.2016,0,0
4945,25.07.2016,1,0
4946,25.07.2016,2,0
4947,25.07.2016,3,0
4948,25.07.2016,4,4.932
4949,25.07.2016,5,30.504
4950,25.07.2016,6,71.982
4951,25.07.2016,7,145.255
4952,25.07.2016,8,251.862
4953,25.07.2016,9,370.535
4954,25.07.2016,10,351.433
4955,25.07.2016,11,335.031
4956,25.07.2016,12,328.204
4957,25.07.2016,13,217.321
4958,25.07.2016,14,234.346
4959,25.07.2016,15,167.325
4960,25.07.2016,16,68.071
4961,25.07.2016,17,18.343
4962,25.07.2016,18,0.981
4963,25.07.2016,19,0
4964,25.07.2016,20,0
4965,25.07.2016,21,0
4966,25.07.2016,22,0
4967,25.07.2016,23,0
4968,26.07.2016,0,0
4969,26.07.2016,1,0
4970,26.07.2016,2,0
4971,26.07.2016,3,0
4972,26.07.2016,4,4.93
4973,26.07.2016,5,24.117
4974,26.07.2016,6,83.794
4975,26.07.2016,7,182.448
4976,26.07.2016,8,235.981
4977,26.07.2016,9,399.363
4978,26.07.2016,10,454.827
4979,26.07.2016,11,398.072
4980,26.07.2016,12,393.449
4981,26.07.2016,13,317.133
4982,26.07.2016,14,223.768
4983,26.07.2016,15,105.441
4984,26.07.2016,16,53.955
4985,26.07.2016,17,18.688
4986,26.07.2016,18,1.202
4987,26.07.2016,19,0
4988,26.07.2016,20,0
4989,26.07.2016,21,0
4990,26.07.2016,22,0
4991,26.07.2016,23,0
4992,27.07.2016,0,0
4993,27.07.2016,1,0
4994,27.07.2016,2,0
4995,27.07.2016,3,0
4996,27.07.2016,4,5.648
4997,27.07.2016,5,40.022
4998,27.07.2016,6,130.734
4999,27.07.2016,7,241.328
5000,27.07.2016,8,331.142
5001,27.07.2016,9,400.112
5002,27.07.2016,10,404.058
5003,27.07.2016,11,314.287
5004,27.07.2016,12,251.691
5005,27.07.2016,13,159.643
5006,27.07.2016,14,83.964
5007,27.07.2016,15,99.295
5008,27.07.2016,16,42.487
5009,27.07.2016,17,21.441
5010,27.07.2016,18,1.787
5011,27.07.2016,19,0
5012,27.07.2016,20,0
5013,27.07.2016,21,0
5014,27.07.2016,22,0
5015,27.07.2016,23,0
5016,28.07.2016,0,0
5017,28.07.2016,1,0
5018,28.07.2016,2,0
5019,28.07.2016,3,0
5020,28.07.2016,4,3.81
5021,28.07.2016,5,27.95
5022,28.07.2016,6,97.922
5023,28.07.2016,7,207.26
5024,28.07.2016,8,275.811
5025,28.07.2016,9,412.159
5026,28.07.2016,10,414.048
5027,28.07.2016,11,405.031
5028,28.07.2016,12,264.569
5029,28.07.2016,13,272.025
5030,28.07.2016,14,232.84
5031,28.07.2016,15,173.658
5032,28.07.2016,16,75.831
5033,28.07.2016,17,14.898
5034,28.07.2016,18,1.331
5035,28.07.2016,19,0
5036,28.07.2016,20,0
5037,28.07.2016,21,0
5038,28.07.2016,22,0
5039,28.07.2016,23,0
5040,29.07.2016,0,0
5041,29.07.2016,1,0
5042,29.07.2016,2,0
5043,29.07.2016,3,0
5044,29.07.2016,4,3.871
5045,29.07.2016,5,31.642
5046,29.07.2016,6,72.649
5047,29.07.2016,7,140.378
5048,29.07.2016,8,241.656
5049,29.07.2016,9,368.136
5050,29.07.2016,10,390.339
5051,29.07.2016,11,479.163
5052,29.07.2016,12,398.85
5053,29.07.2016,13,323.231
5054,29.07.2016,14,257.428
5055,29.07.2016,15,150.363
5056,29.07.2016,16,61.722
5057,29.07.2016,17,13.383
5058,29.07.2016,18,0.785
5059,29.07.2016,19,0
5060,29.07.2016,20,0
5061,29.07.2016,21,0
5062,29.07.2016,22,0
5063,29.07.2016,23,0
5064,30.07.2016,0,0
5065,30.07.2016,1,0
5066,30.07.2016,2,0
5067,30.07.2016,3,0
5068,30.07.2016,4,4.024
5069,30.07.2016,5,36.42
5070,30.07.2016,6,116.905
5071,30.07.2016,7,275.469
5072,30.07.2016,8,378.362
5073,30.07.2016,9,440.636
5074,30.07.2016,10,381.493
5075,30.07.2016,11,324.859
5076,30.07.2016,12,429.717
5077,30.07.2016,13,331.117
5078,30.07.2016,14,247.005
5079,30.07.2016,15,133.2
5080,30.07.2016,16,57.074
5081,30.07.2016,17,12.277
5082,30.07.2016,18,0.885
5083,30.07.2016,19,0
5084,30.07.2016,20,0
5085,30.07.2016,21,0
5086,30.07.2016,22,0
5087,30.07.2016,23,0
5088,31.07.2016,0,0
5089,31.07.2016,1,0
5090,31.07.2016,2,0
5091,31.07.2016,3,0
5092,31.07.2016,4,4.166
5093,31.07.2016,5,37.545
5094,31.07.2016,6,123.47
5095,31.07.2016,7,178.97
5096,31.07.2016,8,160.932
5097,31.07.2016,9,69.54
5098,31.07.2016,10,113.193
5099,31.07.2016,11,79.464
5100,31.07.2016,12,100.772
5101,31.07.2016,13,106.935
5102,31.07.2016,14,170.159
5103,31.07.2016,15,97.202
5104,31.07.2016,16,53.404
5105,31.07.2016,17,17.175
5106,31.07.2016,18,0.317
5107,31.07.2016,19,0
5108,31.07.2016,20,0
5109,31.07.2016,21,0
5110,31.07.2016,22,0
5111,31.07.2016,23,0
5112,01.08.2016,0,0
5113,01.08.2016,1,0
5114,01.08.2016,2,0
5115,01.08.2016,3,0
5116,01.08.2016,4,3.567
5117,01.08.2016,5,31.942
5118,01.08.2016,6,115.241
5119,01.08.2016,7,218.489
5120,01.08.2016,8,273.054
5121,01.08.2016,9,367.956
5122,01.08.2016,10,380.551
5123,01.08.2016,11,427.836
5124,01.08.2016,12,420.872
5125,01.08.2016,13,400.769
5126,01.08.2016,14,314.814
5127,01.08.2016,15,149.438
5128,01.08.2016,16,58.375
5129,01.08.2016,17,15.235
5130,01.08.2016,18,1.094
5131,01.08.2016,19,0
5132,01.08.2016,20,0
5133,01.08.2016,21,0
5134,01.08.2016,22,0
5135,01.08.2016,23,0
5136,02.08.2016,0,0
5137,02.08.2016,1,0
5138,02.08.2016,2,0
5139,02.08.2016,3,0
5140,02.08.2016,4,6.343
5141,02.08.2016,5,43.256
5142,02.08.2016,6,147.742
5143,02.08.2016,7,212.573
5144,02.08.2016,8,271.619
5145,02.08.2016,9,143.091
5146,02.08.2016,10,409.872
5147,02.08.2016,11,384.464
5148,02.08.2016,12,268.762
5149,02.08.2016,13,214.864
5150,02.08.2016,14,117.165
5151,02.08.2016,15,77.566
5152,02.08.2016,16,30.543
5153,02.08.2016,17,4.177
5154,02.08.2016,18,0.95
5155,02.08.2016,19,0
5156,02.08.2016,20,0
5157,02.08.2016,21,0
5158,02.08.2016,22,0
5159,02.08.2016,23,0
5160,03.08.2016,0,0
5161,03.08.2016,1,0
5162,03.08.2016,2,0
5163,03.08.2016,3,0
5164,03.08.2016,4,2.824
5165,03.08.2016,5,33.67
5166,03.08.2016,6,123.699
5167,03.08.2016,7,238.155
5168,03.08.2016,8,386.593
5169,03.08.2016,9,454.951
5170,03.08.2016,10,500.222
5171,03.08.2016,11,485.133
5172,03.08.2016,12,463.213
5173,03.08.2016,13,402.604
5174,03.08.2016,14,309.354
5175,03.08.2016,15,181.343
5176,03.08.2016,16,59.971
5177,03.08.2016,17,10.907
5178,03.08.2016,18,0.198
5179,03.08.2016,19,0
5180,03.08.2016,20,0
5181,03.08.2016,21,0
5182,03.08.2016,22,0
5183,03.08.2016,23,0
5184,04.08.2016,0,0
5185,04.08.2016,1,0
5186,04.08.2016,2,0
5187,04.08.2016,3,0
5188,04.08.2016,4,4.399
5189,04.08.2016,5,35.813
5190,04.08.2016,6,160.075
5191,04.08.2016,7,267.323
5192,04.08.2016,8,369.229
5193,04.08.2016,9,441.569
5194,04.08.2016,10,456.285
5195,04.08.2016,11,419.918
5196,04.08.2016,12,378.77
5197,04.08.2016,13,360.513
5198,04.08.2016,14,251.548
5199,04.08.2016,15,150.538
5200,04.08.2016,16,48.814
5201,04.08.2016,17,12.125
5202,04.08.2016,18,0.348
5203,04.08.2016,19,0
5204,04.08.2016,20,0
5205,04.08.2016,21,0
5206,04.08.2016,22,0
5207,04.08.2016,23,0
5208,05.08.2016,0,0
5209,05.08.2016,1,0
5210,05.08.2016,2,0
5211,05.08.2016,3,0
5212,05.08.2016,4,0
5213,05.08.2016,5,1.459
5214,05.08.2016,6,1.435
5215,05.08.2016,7,7.327
5216,05.08.2016,8,10.687
5217,05.08.2016,9,9.531
5218,05.08.2016,10,11.202
5219,05.08.2016,11,15.213
5220,05.08.2016,12,25.863
5221,05.08.2016,13,32.783
5222,05.08.2016,14,39.232
5223,05.08.2016,15,31.286
5224,05.08.2016,16,23.031
5225,05.08.2016,17,8.158
5226,05.08.2016,18,0.238
5227,05.08.2016,19,0
5228,05.08.2016,20,0
5229,05.08.2016,21,0
5230,05.08.2016,22,0
5231,05.08.2016,23,0
5232,06.08.2016,0,0
5233,06.08.2016,1,0
5234,06.08.2016,2,0
5235,06.08.2016,3,0
5236,06.08.2016,4,1.423
5237,06.08.2016,5,24.07
5238,06.08.2016,6,124.782
5239,06.08.2016,7,238.182
5240,06.08.2016,8,259.56
5241,06.08.2016,9,297.239
5242,06.08.2016,10,368.001
5243,06.08.2016,11,308.374
5244,06.08.2016,12,374.139
5245,06.08.2016,13,224.073
5246,06.08.2016,14,191.757
5247,06.08.2016,15,123.461
5248,06.08.2016,16,54.05
5249,06.08.2016,17,8.386
5250,06.08.2016,18,0.115
5251,06.08.2016,19,0
5252,06.08.2016,20,0
5253,06.08.2016,21,0
5254,06.08.2016,22,0
5255,06.08.2016,23,0
5256,07.08.2016,0,0
5257,07.08.2016,1,0
5258,07.08.2016,2,0
5259,07.08.2016,3,0
5260,07.08.2016,4,2.875
5261,07.08.2016,5,35.459
5262,07.08.2016,6,149.787
5263,07.08.2016,7,284.322
5264,07.08.2016,8,372.596
5265,07.08.2016,9,433.645
5266,07.08.2016,10,463.985
5267,07.08.2016,11,452.677
5268,07.08.2016,12,427.567
5269,07.08.2016,13,410.427
5270,07.08.2016,14,331.947
5271,07.08.2016,15,210.062
5272,07.08.2016,16,74.359
5273,07.08.2016,17,11.863
5274,07.08.2016,18,0.304
5275,07.08.2016,19,0
5276,07.08.2016,20,0
5277,07.08.2016,21,0
5278,07.08.2016,22,0
5279,07.08.2016,23,0
5280,08.08.2016,0,0
5281,08.08.2016,1,0
5282,08.08.2016,2,0
5283,08.08.2016,3,0
5284,08.08.2016,4,2.879
5285,08.08.2016,5,36.037
5286,08.08.2016,6,163.358
5287,08.08.2016,7,297.703
5288,08.08.2016,8,408.214
5289,08.08.2016,9,487.485
5290,08.08.2016,10,523.365
5291,08.08.2016,11,532.853
5292,08.08.2016,12,498.02
5293,08.08.2016,13,433.957
5294,08.08.2016,14,334.721
5295,08.08.2016,15,190.611
5296,08.08.2016,16,70.946
5297,08.08.2016,17,11.378
5298,08.08.2016,18,0.1
5299,08.08.2016,19,0
5300,08.08.2016,20,0
5301,08.08.2016,21,0
5302,08.08.2016,22,0
5303,08.08.2016,23,0
5304,09.08.2016,0,0
5305,09.08.2016,1,0
5306,09.08.2016,2,0
5307,09.08.2016,3,0
5308,09.08.2016,4,1.897
5309,09.08.2016,5,16.908
5310,09.08.2016,6,75.346
5311,09.08.2016,7,22.613
5312,09.08.2016,8,61.522
5313,09.08.2016,9,142.041
5314,09.08.2016,10,205.111
5315,09.08.2016,11,223.506
5316,09.08.2016,12,86.312
5317,09.08.2016,13,84.115
5318,09.08.2016,14,50.683
5319,09.08.2016,15,26.04
5320,09.08.2016,16,5.77
5321,09.08.2016,17,0.727
5322,09.08.2016,18,0
5323,09.08.2016,19,0
5324,09.08.2016,20,0
5325,09.08.2016,21,0
